inventory_id,product_id,warehouse_id,stock_quantity,reorder_level,max_stock_level,last_restock_date,days_in_stock,stock_status
INV000325,PRD0065,WH-CENTRAL-01,249,64,3506,2024-08-12,161,In Stock
INV000326,PRD0066,WH-NORTH-01,548,226,4046,2024-03-09,78,In Stock
INV000327,PRD0066,WH-SOUTH-01,200,67,4180,2023-08-11,295,In Stock
INV000328,PRD0066,WH-EAST-01,1149,212,1608,2024-01-21,254,In Stock
INV000329,PRD0066,WH-WEST-01,972,235,1776,2024-06-09,138,In Stock
INV000330,PRD0066,WH-CENTRAL-01,91,183,1620,2024-05-16,232,Low Stock
INV000331,PRD0067,WH-NORTH-01,147,108,3845,2023-12-05,232,In Stock
INV000332,PRD0067,WH-SOUTH-01,1002,189,3327,2023-04-08,315,In Stock
INV000333,PRD0067,WH-EAST-01,812,112,2117,2023-04-09,188,In Stock
INV000334,PRD0067,WH-WEST-01,654,262,2670,2024-04-23,90,In Stock
INV000335,PRD0067,WH-CENTRAL-01,342,270,4882,2024-03-26,103,In Stock
INV000336,PRD0068,WH-NORTH-01,1256,99,3760,2023-11-08,262,In Stock
INV000337,PRD0068,WH-SOUTH-01,1767,204,3786,2023-08-24,13,In Stock
INV000338,PRD0068,WH-EAST-01,474,163,3382,2024-03-06,327,In Stock
INV000339,PRD0068,WH-WEST-01,11,298,4217,2024-05-01,138,Low Stock
INV000340,PRD0068,WH-CENTRAL-01,1681,219,4232,2023-01-10,309,In Stock
INV000341,PRD0069,WH-NORTH-01,840,111,2536,2024-04-26,56,In Stock
INV000342,PRD0069,WH-SOUTH-01,1664,159,1804,2023-03-23,207,In Stock
INV000343,PRD0069,WH-EAST-01,951,300,2031,2023-07-08,219,In Stock
INV000344,PRD0069,WH-WEST-01,338,212,4575,2024-04-24,137,In Stock
INV000345,PRD0069,WH-CENTRAL-01,1100,169,4649,2024-09-16,64,In Stock
INV000346,PRD0070,WH-NORTH-01,1417,219,3056,2024-06-13,329,In Stock
INV000347,PRD0070,WH-SOUTH-01,1570,133,2489,2023-09-19,204,In Stock
INV000348,PRD0070,WH-EAST-01,918,66,2700,2023-02-06,19,In Stock
INV000349,PRD0070,WH-WEST-01,572,85,4756,2024-07-01,58,In Stock
INV000350,PRD0070,WH-CENTRAL-01,754,237,3507,2024-09-14,332,In Stock
INV000351,PRD0071,WH-NORTH-01,1229,214,1759,2024-03-15,53,In Stock
INV000352,PRD0071,WH-SOUTH-01,500,156,4379,2024-02-26,137,In Stock
INV000353,PRD0071,WH-EAST-01,284,264,2585,2023-01-22,39,In Stock
INV000354,PRD0071,WH-WEST-01,483,182,2691,2023-08-10,202,In Stock
INV000355,PRD0071,WH-CENTRAL-01,192,224,3410,2024-02-06,90,Low Stock
INV000356,PRD0072,WH-NORTH-01,1839,148,3842,2023-11-17,201,In Stock
INV000357,PRD0072,WH-SOUTH-01,1178,236,1778,2024-02-05,95,In Stock
INV000358,PRD0072,WH-EAST-01,127,104,2842,2023-02-01,91,In Stock
INV000359,PRD0072,WH-WEST-01,1176,249,2925,2023-04-14,307,In Stock
INV000360,PRD0072,WH-CENTRAL-01,394,148,2142,2024-05-06,164,In Stock
INV000361,PRD0073,WH-NORTH-01,1192,231,3116,2024-05-16,309,In Stock
INV000362,PRD0073,WH-SOUTH-01,1237,109,3420,2023-12-17,95,In Stock
INV000363,PRD0073,WH-EAST-01,304,214,3845,2024-01-23,278,In Stock
INV000364,PRD0073,WH-WEST-01,547,181,4595,2023-09-02,326,In Stock
INV000365,PRD0073,WH-CENTRAL-01,1671,274,3008,2023-09-01,297,In Stock
INV000366,PRD0074,WH-NORTH-01,1419,265,4634,2024-01-29,353,In Stock
INV000367,PRD0074,WH-SOUTH-01,292,164,4157,2023-07-10,73,In Stock
INV000368,PRD0074,WH-EAST-01,1888,284,2166,2023-01-05,200,In Stock
INV000369,PRD0074,WH-WEST-01,926,278,3102,2024-06-15,225,In Stock
INV000370,PRD0074,WH-CENTRAL-01,59,198,2985,2023-10-23,314,Low Stock
INV000371,PRD0075,WH-NORTH-01,353,244,3521,2023-10-30,272,In Stock
INV000372,PRD0075,WH-SOUTH-01,42,188,2666,2024-04-10,251,Low Stock
INV000373,PRD0075,WH-EAST-01,1512,172,2503,2023-04-15,235,In Stock
INV000374,PRD0075,WH-WEST-01,1514,251,4796,2024-04-17,112,In Stock
INV000375,PRD0075,WH-CENTRAL-01,1398,116,4068,2023-01-11,179,In Stock
INV000376,PRD0076,WH-NORTH-01,324,235,4561,2023-10-19,136,In Stock
INV000377,PRD0076,WH-SOUTH-01,452,267,2683,2023-04-14,40,In Stock
INV000378,PRD0076,WH-EAST-01,309,50,4633,2024-03-29,192,In Stock
INV000379,PRD0076,WH-WEST-01,669,216,3809,2023-07-15,4,In Stock
INV000380,PRD0076,WH-CENTRAL-01,293,79,4177,2024-08-31,322,In Stock
INV000381,PRD0077,WH-NORTH-01,1699,289,2282,2024-10-11,70,In Stock
INV000382,PRD0077,WH-SOUTH-01,997,186,3182,2024-03-17,2,In Stock
INV000383,PRD0077,WH-EAST-01,184,228,4617,2024-02-26,89,Low Stock
INV000384,PRD0077,WH-WEST-01,1970,104,4464,2024-08-15,133,In Stock
INV000385,PRD0077,WH-CENTRAL-01,1718,111,3428,2023-10-20,99,In Stock
INV000386,PRD0078,WH-NORTH-01,1172,192,2120,2024-05-24,180,In Stock
INV000387,PRD0078,WH-SOUTH-01,1173,170,4485,2023-07-12,194,In Stock
INV000388,PRD0078,WH-EAST-01,440,300,3536,2023-07-16,106,In Stock
INV000389,PRD0078,WH-WEST-01,1168,271,3338,2024-07-09,227,In Stock
INV000390,PRD0078,WH-CENTRAL-01,1921,247,1729,2023-01-05,276,In Stock
INV000391,PRD0079,WH-NORTH-01,1409,173,3828,2023-04-05,37,In Stock
INV000392,PRD0079,WH-SOUTH-01,347,128,1781,2024-08-02,234,In Stock
INV000393,PRD0079,WH-EAST-01,577,271,4770,2023-04-13,34,In Stock
INV000394,PRD0079,WH-WEST-01,269,131,2129,2024-08-27,254,In Stock
INV000395,PRD0079,WH-CENTRAL-01,631,153,3954,2024-04-13,157,In Stock
INV000396,PRD0080,WH-NORTH-01,1060,231,2406,2023-09-19,296,In Stock
INV000397,PRD0080,WH-SOUTH-01,516,205,2406,2023-12-06,63,In Stock
INV000398,PRD0080,WH-EAST-01,870,150,4206,2023-08-31,60,In Stock
INV000399,PRD0080,WH-WEST-01,1437,198,4472,2024-07-17,247,In Stock
INV000400,PRD0080,WH-CENTRAL-01,111,169,3585,2023-09-08,11,Low Stock
INV000401,PRD0081,WH-NORTH-01,649,178,4768,2024-02-22,289,In Stock
INV000402,PRD0081,WH-SOUTH-01,1084,125,1763,2023-11-15,269,In Stock
INV000403,PRD0081,WH-EAST-01,1628,105,3947,2023-02-18,303,In Stock
INV000404,PRD0081,WH-WEST-01,712,112,4182,2023-09-27,59,In Stock
INV000405,PRD0081,WH-CENTRAL-01,261,138,3513,2023-02-23,293,In Stock
INV000406,PRD0082,WH-NORTH-01,1563,141,3590,2023-12-26,142,In Stock
INV000407,PRD0082,WH-SOUTH-01,1394,168,3999,2024-11-03,153,In Stock
INV000408,PRD0082,WH-EAST-01,421,206,1690,2024-06-07,220,In Stock
INV000409,PRD0082,WH-WEST-01,298,159,3634,2023-06-24,27,In Stock
INV000410,PRD0082,WH-CENTRAL-01,607,290,3410,2023-02-11,49,In Stock
INV000411,PRD0083,WH-NORTH-01,1863,75,3162,2023-04-13,188,In Stock
INV000412,PRD0083,WH-SOUTH-01,1640,153,2410,2024-08-28,237,In Stock
INV000413,PRD0083,WH-EAST-01,857,135,3833,2024-06-12,326,In Stock
INV000414,PRD0083,WH-WEST-01,585,102,1723,2023-08-13,277,In Stock
INV000415,PRD0083,WH-CENTRAL-01,1457,179,2942,2024-09-17,35,In Stock
INV000416,PRD0084,WH-NORTH-01,1464,253,3976,2023-11-20,74,In Stock
INV000417,PRD0084,WH-SOUTH-01,1610,61,3571,2024-07-26,110,In Stock
INV000418,PRD0084,WH-EAST-01,979,70,4095,2024-11-11,122,In Stock
INV000419,PRD0084,WH-WEST-01,755,265,4065,2023-09-02,18,In Stock
INV000420,PRD0084,WH-CENTRAL-01,1297,210,1799,2023-05-23,244,In Stock
INV000421,PRD0085,WH-NORTH-01,710,230,4846,2023-12-22,280,In Stock
INV000422,PRD0085,WH-SOUTH-01,182,271,4911,2024-03-01,80,Low Stock
INV000423,PRD0085,WH-EAST-01,1616,258,3029,2023-12-22,324,In Stock
INV000424,PRD0085,WH-WEST-01,1650,234,3675,2024-06-18,266,In Stock
INV000425,PRD0085,WH-CENTRAL-01,1924,130,3349,2024-02-25,154,In Stock
INV000426,PRD0086,WH-NORTH-01,1621,185,3456,2023-09-05,348,In Stock
INV000427,PRD0086,WH-SOUTH-01,995,220,4239,2024-11-12,361,In Stock
INV000428,PRD0086,WH-EAST-01,1514,259,3214,2024-09-01,365,In Stock
INV000429,PRD0086,WH-WEST-01,805,211,3656,2024-07-18,107,In Stock
INV000430,PRD0086,WH-CENTRAL-01,830,100,1534,2023-04-12,253,In Stock
INV000431,PRD0087,WH-NORTH-01,1517,180,4882,2023-03-14,309,In Stock
INV000432,PRD0087,WH-SOUTH-01,1059,56,3124,2023-11-04,218,In Stock
INV000433,PRD0087,WH-EAST-01,1346,98,4523,2023-10-21,180,In Stock
INV000434,PRD0087,WH-WEST-01,500,70,1899,2023-04-20,63,In Stock
INV000435,PRD0087,WH-CENTRAL-01,370,65,4910,2024-09-23,204,In Stock
INV000436,PRD0088,WH-NORTH-01,1378,129,4868,2024-08-16,174,In Stock
INV000437,PRD0088,WH-SOUTH-01,704,107,4462,2024-10-06,117,In Stock
INV000438,PRD0088,WH-EAST-01,83,229,3040,2024-06-23,49,Low Stock
INV000439,PRD0088,WH-WEST-01,1865,156,4997,2024-08-11,269,In Stock
INV000440,PRD0088,WH-CENTRAL-01,357,176,3349,2024-08-08,250,In Stock
INV000441,PRD0089,WH-NORTH-01,1617,246,3402,2024-01-04,144,In Stock
INV000442,PRD0089,WH-SOUTH-01,1413,137,3603,2023-01-13,194,In Stock
INV000443,PRD0089,WH-EAST-01,1282,135,2175,2023-12-11,167,In Stock
INV000444,PRD0089,WH-WEST-01,34,221,2158,2024-07-14,211,Low Stock
INV000445,PRD0089,WH-CENTRAL-01,588,119,3263,2024-03-21,65,In Stock
INV000446,PRD0090,WH-NORTH-01,1276,282,4269,2024-11-01,352,In Stock
INV000447,PRD0090,WH-SOUTH-01,1167,70,1690,2024-05-29,168,In Stock
INV000448,PRD0090,WH-EAST-01,396,72,2491,2024-01-14,17,In Stock
INV000449,PRD0090,WH-WEST-01,292,227,1759,2024-01-05,253,In Stock
INV000450,PRD0090,WH-CENTRAL-01,1958,148,3398,2023-02-17,244,In Stock
INV000451,PRD0091,WH-NORTH-01,94,146,2728,2024-01-17,6,Low Stock
INV000452,PRD0091,WH-SOUTH-01,689,158,2459,2024-11-20,74,In Stock
INV000453,PRD0091,WH-EAST-01,36,223,4179,2024-05-29,35,Low Stock
INV000454,PRD0091,WH-WEST-01,1564,114,1715,2023-09-06,288,In Stock
INV000455,PRD0091,WH-CENTRAL-01,1812,118,1637,2024-09-03,309,In Stock
INV000456,PRD0092,WH-NORTH-01,790,111,4270,2024-11-27,358,In Stock
INV000457,PRD0092,WH-SOUTH-01,584,234,2111,2023-09-01,68,In Stock
INV000458,PRD0092,WH-EAST-01,462,208,3975,2023-04-04,61,In Stock
INV000459,PRD0092,WH-WEST-01,1692,98,4232,2023-04-21,344,In Stock
INV000460,PRD0092,WH-CENTRAL-01,554,218,4038,2023-08-14,297,In Stock
INV000461,PRD0093,WH-NORTH-01,1843,62,3706,2023-08-12,294,In Stock
INV000462,PRD0093,WH-SOUTH-01,792,66,3948,2023-08-25,89,In Stock
INV000463,PRD0093,WH-EAST-01,564,98,3803,2023-08-23,44,In Stock
INV000464,PRD0093,WH-WEST-01,975,74,2754,2023-05-20,136,In Stock
INV000465,PRD0093,WH-CENTRAL-01,1698,117,2298,2024-04-09,231,In Stock
INV000466,PRD0094,WH-NORTH-01,1134,100,4313,2024-05-04,229,In Stock
INV000467,PRD0094,WH-SOUTH-01,198,113,1792,2023-09-23,179,In Stock
INV000468,PRD0094,WH-EAST-01,1743,84,1749,2023-04-13,164,In Stock
INV000469,PRD0094,WH-WEST-01,1384,150,2361,2024-06-05,300,In Stock
INV000470,PRD0094,WH-CENTRAL-01,1223,297,4737,2023-04-23,271,In Stock
INV000471,PRD0095,WH-NORTH-01,743,142,3111,2023-10-11,80,In Stock
INV000472,PRD0095,WH-SOUTH-01,904,79,2758,2024-07-24,173,In Stock
INV000473,PRD0095,WH-EAST-01,1788,179,1915,2024-03-18,251,In Stock
INV000474,PRD0095,WH-WEST-01,1255,290,2212,2024-02-18,331,In Stock
INV000475,PRD0095,WH-CENTRAL-01,1163,278,1673,2023-10-27,163,In Stock
INV000476,PRD0096,WH-NORTH-01,1007,81,3450,2023-12-24,68,In Stock
INV000477,PRD0096,WH-SOUTH-01,293,157,2526,2023-11-08,285,In Stock
INV000478,PRD0096,WH-EAST-01,718,137,3658,2024-10-30,296,In Stock
INV000479,PRD0096,WH-WEST-01,1610,56,2055,2023-03-30,46,In Stock
INV000480,PRD0096,WH-CENTRAL-01,1545,171,1732,2023-12-12,189,In Stock
INV000481,PRD0097,WH-NORTH-01,1562,211,4643,2023-01-21,26,In Stock
INV000482,PRD0097,WH-SOUTH-01,939,296,3887,2024-01-17,329,In Stock
INV000483,PRD0097,WH-EAST-01,1794,287,2400,2023-02-22,35,In Stock
INV000484,PRD0097,WH-WEST-01,1441,225,3596,2024-05-22,170,In Stock
INV000485,PRD0097,WH-CENTRAL-01,1949,297,2699,2024-05-16,359,In Stock
INV000486,PRD0098,WH-NORTH-01,321,147,4417,2024-01-20,305,In Stock
INV000487,PRD0098,WH-SOUTH-01,880,258,2961,2024-07-16,21,In Stock
INV000488,PRD0098,WH-EAST-01,821,74,3688,2023-08-23,130,In Stock
INV000489,PRD0098,WH-WEST-01,1470,65,3306,2024-05-22,184,In Stock
INV000490,PRD0098,WH-CENTRAL-01,1416,283,2068,2023-02-13,290,In Stock
INV000491,PRD0099,WH-NORTH-01,1865,141,2447,2024-10-19,71,In Stock
INV000492,PRD0099,WH-SOUTH-01,283,288,2268,2024-11-17,280,Low Stock
INV000493,PRD0099,WH-EAST-01,556,63,2076,2024-04-27,180,In Stock
INV000494,PRD0099,WH-WEST-01,650,153,4155,2024-01-21,76,In Stock
INV000495,PRD0099,WH-CENTRAL-01,160,134,2405,2023-02-17,362,In Stock
INV000496,PRD0100,WH-NORTH-01,1963,297,3961,2023-10-03,296,In Stock
INV000497,PRD0100,WH-SOUTH-01,1488,291,4832,2024-10-07,207,In Stock
INV000498,PRD0100,WH-EAST-01,1964,147,1606,2024-07-08,47,In Stock
INV000499,PRD0100,WH-WEST-01,1931,63,2301,2024-10-31,194,In Stock
INV000500,PRD0100,WH-CENTRAL-01,1461,114,1838,2023-05-28,300,In Stock
INV000501,PRD0101,WH-NORTH-01,1619,175,2221,2024-02-19,306,In Stock
INV000502,PRD0101,WH-SOUTH-01,1924,239,3307,2024-11-25,209,In Stock
INV000503,PRD0101,WH-EAST-01,467,178,2847,2024-11-27,271,In Stock
INV000504,PRD0101,WH-WEST-01,1052,214,1559,2024-09-17,10,In Stock
INV000505,PRD0101,WH-CENTRAL-01,188,256,3155,2024-04-24,291,Low Stock
INV000506,PRD0102,WH-NORTH-01,879,110,4118,2023-03-10,332,In Stock
INV000507,PRD0102,WH-SOUTH-01,407,247,4021,2024-02-10,22,In Stock
INV000508,PRD0102,WH-EAST-01,778,252,1835,2024-05-09,304,In Stock
INV000509,PRD0102,WH-WEST-01,1087,300,3855,2024-09-21,10,In Stock
INV000510,PRD0102,WH-CENTRAL-01,1964,287,2614,2024-10-17,331,In Stock
INV000511,PRD0103,WH-NORTH-01,1740,55,4318,2024-07-05,25,In Stock
INV000512,PRD0103,WH-SOUTH-01,1816,188,1769,2023-10-10,300,In Stock
INV000513,PRD0103,WH-EAST-01,1151,296,1962,2023-09-15,58,In Stock
INV000514,PRD0103,WH-WEST-01,644,134,4464,2023-05-15,258,In Stock
INV000515,PRD0103,WH-CENTRAL-01,874,134,3323,2023-01-24,117,In Stock
INV000516,PRD0104,WH-NORTH-01,1944,71,1759,2024-01-21,240,In Stock
INV000517,PRD0104,WH-SOUTH-01,1860,224,2569,2023-07-16,223,In Stock
INV000518,PRD0104,WH-EAST-01,1896,219,3583,2024-11-13,363,In Stock
INV000519,PRD0104,WH-WEST-01,1056,58,4734,2024-02-20,60,In Stock
INV000520,PRD0104,WH-CENTRAL-01,1782,70,3709,2024-08-16,57,In Stock
INV000521,PRD0105,WH-NORTH-01,985,176,4641,2023-05-02,113,In Stock
INV000522,PRD0105,WH-SOUTH-01,1265,230,2106,2023-02-23,108,In Stock
INV000523,PRD0105,WH-EAST-01,1849,279,2751,2024-06-13,270,In Stock
INV000524,PRD0105,WH-WEST-01,1158,222,2735,2023-07-03,115,In Stock
INV000525,PRD0105,WH-CENTRAL-01,1387,211,1918,2024-03-11,1,In Stock
INV000526,PRD0106,WH-NORTH-01,506,93,3293,2024-07-24,277,In Stock
INV000527,PRD0106,WH-SOUTH-01,182,82,2361,2023-06-11,36,In Stock
INV000528,PRD0106,WH-EAST-01,1262,247,2354,2024-01-17,164,In Stock
INV000529,PRD0106,WH-WEST-01,1161,154,2912,2023-09-25,4,In Stock
INV000530,PRD0106,WH-CENTRAL-01,49,153,3907,2024-07-24,243,Low Stock
INV000531,PRD0107,WH-NORTH-01,80,233,3055,2024-09-13,223,Low Stock
INV000532,PRD0107,WH-SOUTH-01,1358,251,2822,2023-09-09,304,In Stock
INV000533,PRD0107,WH-EAST-01,1242,300,2336,2023-12-21,24,In Stock
INV000534,PRD0107,WH-WEST-01,1694,186,3621,2024-08-14,204,In Stock
INV000535,PRD0107,WH-CENTRAL-01,717,89,1674,2023-01-03,231,In Stock
INV000536,PRD0108,WH-NORTH-01,320,154,3097,2023-02-03,242,In Stock
INV000537,PRD0108,WH-SOUTH-01,222,203,2221,2023-12-12,213,In Stock
INV000538,PRD0108,WH-EAST-01,1642,294,4197,2023-11-08,73,In Stock
INV000539,PRD0108,WH-WEST-01,284,283,4144,2024-08-02,94,In Stock
INV000540,PRD0108,WH-CENTRAL-01,402,278,3910,2023-01-23,205,In Stock
INV000541,PRD0109,WH-NORTH-01,278,81,2621,2024-08-20,199,In Stock
INV000542,PRD0109,WH-SOUTH-01,158,256,2385,2024-10-29,108,Low Stock
INV000543,PRD0109,WH-EAST-01,53,83,2775,2023-04-04,129,Low Stock
INV000544,PRD0109,WH-WEST-01,279,224,2391,2024-01-28,236,In Stock
INV000545,PRD0109,WH-CENTRAL-01,1899,233,4252,2024-11-30,284,In Stock
INV000546,PRD0110,WH-NORTH-01,1211,53,2608,2023-09-19,292,In Stock
INV000547,PRD0110,WH-SOUTH-01,1239,195,3242,2023-12-09,249,In Stock
INV000548,PRD0110,WH-EAST-01,1362,235,1826,2023-03-10,236,In Stock
INV000549,PRD0110,WH-WEST-01,1315,300,2969,2024-06-24,89,In Stock
INV000550,PRD0110,WH-CENTRAL-01,1557,264,1523,2023-01-23,122,In Stock
INV000551,PRD0111,WH-NORTH-01,1421,214,4575,2023-01-08,263,In Stock
INV000552,PRD0111,WH-SOUTH-01,1215,202,4412,2024-08-07,168,In Stock
INV000553,PRD0111,WH-EAST-01,1931,163,4420,2024-03-27,288,In Stock
INV000554,PRD0111,WH-WEST-01,498,158,4913,2024-01-10,359,In Stock
INV000555,PRD0111,WH-CENTRAL-01,1121,259,2517,2024-01-15,308,In Stock
INV000556,PRD0112,WH-NORTH-01,1734,172,1694,2023-10-04,353,In Stock
INV000557,PRD0112,WH-SOUTH-01,1889,266,4420,2023-07-18,290,In Stock
INV000558,PRD0112,WH-EAST-01,1304,273,4790,2023-04-08,238,In Stock
INV000559,PRD0112,WH-WEST-01,1667,248,4394,2024-09-09,29,In Stock
INV000560,PRD0112,WH-CENTRAL-01,117,151,2136,2023-11-05,45,Low Stock
INV000561,PRD0113,WH-NORTH-01,1019,241,2606,2024-06-01,263,In Stock
INV000562,PRD0113,WH-SOUTH-01,1458,96,2472,2024-11-01,13,In Stock
INV000563,PRD0113,WH-EAST-01,232,69,4419,2024-01-02,272,In Stock
INV000564,PRD0113,WH-WEST-01,1999,300,3958,2023-06-26,201,In Stock
INV000565,PRD0113,WH-CENTRAL-01,597,93,1996,2023-03-02,304,In Stock
INV000566,PRD0114,WH-NORTH-01,1252,249,3065,2024-04-17,338,In Stock
INV000567,PRD0114,WH-SOUTH-01,1540,110,2362,2024-11-16,297,In Stock
INV000568,PRD0114,WH-EAST-01,1286,78,3678,2023-06-05,78,In Stock
INV000569,PRD0114,WH-WEST-01,1018,129,3081,2024-04-02,157,In Stock
INV000570,PRD0114,WH-CENTRAL-01,1263,255,3027,2024-03-10,116,In Stock
INV000571,PRD0115,WH-NORTH-01,178,226,2036,2024-06-22,170,Low Stock
INV000572,PRD0115,WH-SOUTH-01,1216,179,3821,2023-09-18,181,In Stock
INV000573,PRD0115,WH-EAST-01,697,168,2266,2024-01-07,136,In Stock
INV000574,PRD0115,WH-WEST-01,1744,60,3660,2024-09-15,269,In Stock
INV000575,PRD0115,WH-CENTRAL-01,1447,184,2929,2024-01-26,270,In Stock
INV000576,PRD0116,WH-NORTH-01,325,258,4325,2023-10-01,356,In Stock
INV000577,PRD0116,WH-SOUTH-01,1169,245,4598,2023-08-02,196,In Stock
INV000578,PRD0116,WH-EAST-01,798,275,1647,2024-07-30,115,In Stock
INV000579,PRD0116,WH-WEST-01,1317,115,3693,2023-09-28,318,In Stock
INV000580,PRD0116,WH-CENTRAL-01,1654,134,3061,2023-02-22,100,In Stock
INV000581,PRD0117,WH-NORTH-01,1927,227,3502,2023-07-06,160,In Stock
INV000582,PRD0117,WH-SOUTH-01,1681,115,3855,2023-08-17,26,In Stock
INV000583,PRD0117,WH-EAST-01,64,271,4205,2024-06-16,66,Low Stock
INV000584,PRD0117,WH-WEST-01,748,59,3525,2023-07-04,77,In Stock
INV000585,PRD0117,WH-CENTRAL-01,612,233,2474,2023-08-31,2,In Stock
INV000586,PRD0118,WH-NORTH-01,891,165,4886,2023-06-10,81,In Stock
INV000587,PRD0118,WH-SOUTH-01,762,50,3099,2024-03-11,249,In Stock
INV000588,PRD0118,WH-EAST-01,162,152,4725,2023-09-17,104,In Stock
INV000589,PRD0118,WH-WEST-01,1690,144,1987,2023-09-09,314,In Stock
INV000590,PRD0118,WH-CENTRAL-01,987,220,4970,2024-10-21,49,In Stock
INV000591,PRD0119,WH-NORTH-01,1401,183,3852,2023-12-22,70,In Stock
INV000592,PRD0119,WH-SOUTH-01,1018,180,2376,2024-03-08,87,In Stock
INV000593,PRD0119,WH-EAST-01,930,264,2443,2024-01-19,349,In Stock
INV000594,PRD0119,WH-WEST-01,1659,200,4165,2023-10-07,111,In Stock
INV000595,PRD0119,WH-CENTRAL-01,88,260,4643,2024-10-17,113,Low Stock
INV000596,PRD0120,WH-NORTH-01,250,216,4751,2024-08-12,144,In Stock
INV000597,PRD0120,WH-SOUTH-01,688,147,1735,2023-09-09,172,In Stock
INV000598,PRD0120,WH-EAST-01,1603,241,4574,2023-08-10,245,In Stock
INV000599,PRD0120,WH-WEST-01,1015,118,1875,2023-10-18,36,In Stock
INV000600,PRD0120,WH-CENTRAL-01,1021,193,1528,2024-05-08,98,In Stock
INV000601,PRD0121,WH-NORTH-01,1173,228,1766,2023-09-09,205,In Stock
INV000602,PRD0121,WH-SOUTH-01,447,125,4827,2023-05-24,89,In Stock
INV000603,PRD0121,WH-EAST-01,966,294,4116,2023-12-19,360,In Stock
INV000604,PRD0121,WH-WEST-01,1828,248,2301,2024-01-09,124,In Stock
INV000605,PRD0121,WH-CENTRAL-01,1428,63,2561,2024-01-23,289,In Stock
INV000606,PRD0122,WH-NORTH-01,1592,202,2376,2023-04-25,138,In Stock
INV000607,PRD0122,WH-SOUTH-01,374,269,1575,2023-01-27,3,In Stock
INV000608,PRD0122,WH-EAST-01,7,172,3494,2024-08-27,42,Low Stock
INV000609,PRD0122,WH-WEST-01,332,222,2793,2023-03-27,111,In Stock
INV000610,PRD0122,WH-CENTRAL-01,1987,180,4825,2024-07-28,30,In Stock
INV000611,PRD0123,WH-NORTH-01,694,75,1703,2024-06-11,101,In Stock
INV000612,PRD0123,WH-SOUTH-01,1121,83,4889,2024-11-23,329,In Stock
INV000613,PRD0123,WH-EAST-01,1705,185,2512,2023-07-02,269,In Stock
INV000614,PRD0123,WH-WEST-01,582,278,3402,2024-11-26,254,In Stock
INV000615,PRD0123,WH-CENTRAL-01,780,92,4773,2023-11-06,158,In Stock
INV000616,PRD0124,WH-NORTH-01,197,109,3846,2023-07-20,10,In Stock
INV000617,PRD0124,WH-SOUTH-01,1711,108,4183,2024-08-21,333,In Stock
INV000618,PRD0124,WH-EAST-01,1732,287,3919,2023-05-20,192,In Stock
INV000619,PRD0124,WH-WEST-01,431,98,2969,2023-01-07,21,In Stock
INV000620,PRD0124,WH-CENTRAL-01,123,300,3115,2023-09-14,154,Low Stock
INV000621,PRD0125,WH-NORTH-01,1309,243,4166,2023-05-21,143,In Stock
INV000622,PRD0125,WH-SOUTH-01,495,83,2671,2023-08-05,267,In Stock
INV000623,PRD0125,WH-EAST-01,1683,99,3839,2024-02-14,185,In Stock
INV000624,PRD0125,WH-WEST-01,882,248,4913,2024-07-16,249,In Stock
INV000625,PRD0125,WH-CENTRAL-01,940,141,4207,2023-12-30,24,In Stock
INV000626,PRD0126,WH-NORTH-01,76,181,2038,2023-02-16,360,Low Stock
INV000627,PRD0126,WH-SOUTH-01,1348,277,3746,2023-05-08,134,In Stock
INV000628,PRD0126,WH-EAST-01,1624,78,3223,2024-02-01,17,In Stock
INV000629,PRD0126,WH-WEST-01,1205,217,3801,2023-11-23,305,In Stock
INV000630,PRD0126,WH-CENTRAL-01,973,112,3465,2023-03-10,147,In Stock
INV000631,PRD0127,WH-NORTH-01,61,119,4542,2023-11-18,252,Low Stock
INV000632,PRD0127,WH-SOUTH-01,1833,165,3359,2023-11-22,182,In Stock
INV000633,PRD0127,WH-EAST-01,1030,73,2520,2023-06-05,240,In Stock
INV000634,PRD0127,WH-WEST-01,888,107,3006,2024-11-08,242,In Stock
INV000635,PRD0127,WH-CENTRAL-01,1904,270,4294,2023-08-15,52,In Stock
INV000636,PRD0128,WH-NORTH-01,694,60,2635,2024-07-30,75,In Stock
INV000637,PRD0128,WH-SOUTH-01,1646,273,2212,2023-07-19,156,In Stock
INV000638,PRD0128,WH-EAST-01,998,125,3956,2023-09-15,174,In Stock
INV000639,PRD0128,WH-WEST-01,1486,164,2631,2023-03-07,325,In Stock
INV000640,PRD0128,WH-CENTRAL-01,679,195,2630,2024-05-27,278,In Stock
INV000641,PRD0129,WH-NORTH-01,1517,284,2922,2024-08-07,197,In Stock
INV000642,PRD0129,WH-SOUTH-01,1899,271,2961,2024-04-30,321,In Stock
INV000643,PRD0129,WH-EAST-01,664,184,1655,2023-04-09,153,In Stock
INV000644,PRD0129,WH-WEST-01,1876,98,2013,2024-05-09,6,In Stock
INV000645,PRD0129,WH-CENTRAL-01,696,131,4958,2024-11-02,296,In Stock
INV000646,PRD0130,WH-NORTH-01,1874,183,2586,2023-12-11,159,In Stock
INV000647,PRD0130,WH-SOUTH-01,866,230,2818,2023-11-05,326,In Stock
INV000648,PRD0130,WH-EAST-01,617,75,2338,2024-06-22,226,In Stock
INV000649,PRD0130,WH-WEST-01,414,96,1704,2024-04-09,171,In Stock
